date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:18:23	2075/2075	---M--	200	added ('OK')	image/png	date:Tue,%2009%20May%202017%2023:13:03%20GMT	http://www.joanbosch.tv/wp-content/themes/joanbosch/img/favicon/favicon-96x96.png	C:/My%20Web%20Sites/webales/www.joanbosch.tv/wp-content/themes/joanbosch/img/favicon/favicon-96x96.png	(from http://www.joanbosch.tv/)
14:18:23	968/968	---M--	200	added ('OK')	image/png	date:Tue,%2009%20May%202017%2023:13:03%20GMT	http://www.joanbosch.tv/wp-content/themes/joanbosch/img/favicon/favicon-16x16.png	C:/My%20Web%20Sites/webales/www.joanbosch.tv/wp-content/themes/joanbosch/img/favicon/favicon-16x16.png	(from http://www.joanbosch.tv/)
14:18:23	720/720	---M-Z	200	added ('OK')	application/json	date:Tue,%2009%20May%202017%2023:13:04%20GMT	http://www.joanbosch.tv/wp-content/themes/joanbosch/img/favicon/manifest.json	C:/My%20Web%20Sites/webales/www.joanbosch.tv/wp-content/themes/joanbosch/img/favicon/manifest.json	(from http://www.joanbosch.tv/)
14:18:24	1131/1131	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2018%20Apr%202017%2023:40:23%20GMT	http://www.joanbosch.tv/wp-content/themes/joanbosch/img/toggle.svg	C:/My%20Web%20Sites/webales/www.joanbosch.tv/wp-content/themes/joanbosch/img/toggle.svg	(from http://www.joanbosch.tv/)
14:18:24	1176/1176	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2020%20Apr%202017%2021:06:38%20GMT	http://www.joanbosch.tv/wp-content/themes/joanbosch/img/toggle_white.svg	C:/My%20Web%20Sites/webales/www.joanbosch.tv/wp-content/themes/joanbosch/img/toggle_white.svg	(from http://www.joanbosch.tv/)
14:18:24	53443/53443	---MC-	200	added ('OK')	application/json	date:Mon,%2018%20Mar%202019%2013:18:12%20GMT	http://www.joanbosch.tv/wp-json/	C:/My%20Web%20Sites/webales/www.joanbosch.tv/wp-json/index.html	(from http://www.joanbosch.tv/)
14:18:25	923/923	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2018%20Apr%202017%2023:40:23%20GMT	http://www.joanbosch.tv/wp-content/themes/joanbosch/img/close.svg	C:/My%20Web%20Sites/webales/www.joanbosch.tv/wp-content/themes/joanbosch/img/close.svg	(from http://www.joanbosch.tv/)
14:18:25	4044/4044	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2018%20Apr%202017%2022:54:44%20GMT	http://www.joanbosch.tv/wp-content/themes/joanbosch/img/logo.svg	C:/My%20Web%20Sites/webales/www.joanbosch.tv/wp-content/themes/joanbosch/img/logo.svg	(from http://www.joanbosch.tv/)
14:18:25	4242/4242	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2017%20May%202017%2014:10:44%20GMT	http://www.joanbosch.tv/wp-content/themes/joanbosch/img/logo_v.svg	C:/My%20Web%20Sites/webales/www.joanbosch.tv/wp-content/themes/joanbosch/img/logo_v.svg	(from http://www.joanbosch.tv/)
14:18:27	26004/26004	---M--	200	added ('OK')	image/gif	date:Sun,%2007%20May%202017%2016:50:27%20GMT	http://www.joanbosch.tv/wp-content/themes/joanbosch/img/animacion-jb.gif	C:/My%20Web%20Sites/webales/www.joanbosch.tv/wp-content/themes/joanbosch/img/animacion-jb.gif	(from http://www.joanbosch.tv/)
14:18:28	20398/20398	---MCZ	200	added ('OK')	text/html	date:Mon,%2018%20Mar%202019%2009:36:22%20GMT	http://www.joanbosch.tv/life-while-traveling/	C:/My%20Web%20Sites/webales/www.joanbosch.tv/life-while-traveling/index.html	(from http://www.joanbosch.tv/)
